0.852288   0.523072
0.905802   0.423702
-0.981961   -0.189086
-0.456194   -0.88988
-0.99884   -0.0481427
-0.935895   0.352279
-0.265359   0.96415
-0.65403   0.756469
-0.788168   0.61546
0.234866   0.972028
-0.970516   0.241038
0.127514   -0.991837
-0.973815   -0.227341
-0.543357   -0.839502
0.894834   0.4464
0.095796   -0.995401
-0.782081   -0.623177
0.182353   -0.983233
-0.558248   -0.829674
0.817484   -0.575952
-0.192562   0.981285
-0.468525   0.88345
0.0452407   0.998976
0.639864   0.768488
0.972731   -0.231936
0.504665   -0.863315
-0.813801   0.581144
-0.53183   0.846851
-0.311997   0.950083
0.456871   0.889533
0.852288   0.523072
