0   28.9225
1   25.8691
2   25.0351
3   23.2352
4   22.7442
5   21.6524
6   19.111
7   18.2885
8   17.2989
9   17.2989
10   14.8106
11   14.2891
12   14.2891
13   14.2852
14   14.0848
15   13.2125
16   12.815
17   12.7719
18   12.7719
19   12.0128
20   12.0029
21   11.6534
22   10.9268
23   10.5673
24   10.2473
25   10.1445
26   10.1445
27   10.1445
28   10.1445
29   10.1445
30   9.79471
31   9.7911
32   9.78626
33   9.77974
34   9.77974
35   9.61724
36   9.61724
37   9.61124
38   9.61124
39   9.61124
40   9.48137
41   9.48137
42   9.14484
43   9.06489
44   8.57813
45   8.57813
46   8.57813
47   8.57813
48   8.57543
49   8.51634
50   8.50942
51   8.50942
52   8.50942
53   8.50942
54   8.39938
55   8.39938
56   8.39938
57   8.39938
58   8.39938
59   8.39938
60   8.39938
61   8.36188
62   8.36015
63   8.36015
64   8.36015
65   7.9922
66   7.9922
67   7.98314
68   7.98314
69   7.98314
70   7.98314
71   7.98314
72   7.98314
73   7.73333
74   7.73333
75   7.73333
76   7.73333
77   7.15999
78   7.15999
79   7.08142
80   7.08142
81   7.08142
82   7.08142
83   7.08142
84   7.08142
85   6.57185
86   6.342
87   6.342
88   6.342
89   6.24486
90   6.24486
91   6.24486
92   6.24486
93   6.24486
94   6.24486
95   6.24486
96   6.24486
97   6.24486
98   6.24486
99   6.24486
