0   28.4791
1   24.7327
2   22.6444
3   20.0568
4   17.7696
5   17.254
6   16.1521
7   15.8769
8   15.0559
9   14.9139
10   14.238
11   14.2026
12   13.5636
13   13.0235
14   12.9829
15   12.4068
16   12.3495
17   12.348
18   12.2343
19   12.107
20   11.9894
21   11.8996
22   11.5088
23   11.0114
24   10.9715
25   10.8481
26   10.7871
27   10.7472
28   10.7471
29   10.6738
30   10.6738
31   10.6738
32   10.6738
33   10.5525
34   10.5525
35   10.539
36   10.539
37   10.539
38   10.5254
39   10.5254
40   10.5254
41   10.5216
42   10.5216
43   10.5216
44   10.5216
45   10.5216
46   10.5216
47   10.499
48   10.1069
49   10.1069
50   10.1069
51   10.1069
52   10.1069
53   10.0194
54   9.85753
55   9.42404
56   9.42404
57   9.42404
58   9.26057
59   9.26057
60   9.26057
61   9.26057
62   9.26057
63   9.26057
64   9.26057
65   9.26057
66   9.26057
67   9.26057
68   9.26057
69   9.26057
70   9.26057
71   9.26057
72   9.26057
73   9.26057
74   9.26057
75   9.26057
76   9.26057
77   9.26057
78   9.26057
79   9.26057
80   9.26057
81   9.26057
82   9.26057
83   9.26057
84   9.26057
85   9.26057
86   9.26057
87   9.26057
88   9.26057
89   9.26057
90   9.26057
91   9.26057
92   9.26057
93   9.26057
94   9.26057
95   9.26057
96   9.26057
97   9.26057
98   9.26057
99   9.26057
