0   38.7462
1   35.2686
2   31.7534
3   28.5734
4   26.0507
5   23.8246
6   22.0789
7   20.7689
8   19.7842
9   18.9891
10   18.4608
11   18.2634
12   17.8269
13   17.5664
14   17.3911
15   16.8106
16   16.5119
17   16.1552
18   15.8889
19   15.8204
20   15.5625
21   15.5647
22   15.5901
23   15.3227
24   15.0769
25   14.7414
26   14.7574
27   14.5521
28   14.2722
29   14.201
30   14.3897
31   14.2925
32   14.0641
33   13.9538
34   13.974
35   13.8184
36   13.6796
37   13.4832
38   13.6653
39   13.7349
40   13.9264
41   13.9306
42   14.0057
43   13.7072
44   13.8356
45   13.8252
46   13.5939
47   13.6487
48   13.6665
49   13.8773
50   13.6682
51   13.4852
52   13.4093
53   13.4746
54   13.5061
55   13.5808
56   13.4166
57   13.2353
58   12.9582
59   12.8236
60   12.7163
61   12.7564
62   12.7779
63   12.7224
64   12.5319
65   12.4524
66   12.4448
67   12.6437
68   12.7047
69   12.6591
70   12.5091
71   12.5662
72   12.63
73   12.6575
74   12.5275
75   12.4805
76   12.5414
77   12.7467
78   12.5493
79   12.6419
80   12.7986
81   12.9966
82   12.8578
83   12.7918
84   12.7129
85   12.6436
86   12.6577
87   12.5654
88   12.5476
89   12.6518
90   12.6876
91   12.492
92   12.5757
93   12.4946
94   12.6173
95   12.6426
96   12.7565
97   12.6285
98   12.7317
99   12.6588
