0   0.064633   0   0
0.064633   0.129266   0   0
0.129266   0.193899   0   0
0.193899   0.258532   0   0
0.258532   0.323165   0   0
0.323165   0.387798   0   0
0.387798   0.452431   0   0
0.452431   0.517064   0   0
0.517064   0.581697   0   0
0.581697   0.64633   0   0
0.64633   0.710963   0   0
0.710963   0.775596   0   0
0.775596   0.84023   0   0
0.84023   0.904863   0.000993813   0.000111122
0.904863   0.969496   0.147687   0.00137809
0.969496   1.03413   1.05482   0.00502724
1.03413   1.09876   2.02315   0.00857667
1.09876   1.16339   2.24619   0.00887664
1.16339   1.22803   2.06182   0.00770909
1.22803   1.29266   1.81389   0.00615298
1.29266   1.35729   1.60173   0.00554814
1.35729   1.42193   1.44042   0.0049652
1.42193   1.48656   1.31961   0.00408868
1.48656   1.55119   1.23632   0.00417033
1.55119   1.61583   1.17529   0.00338352
1.61583   1.68046   1.13366   0.00321328
1.68046   1.74509   1.10157   0.00283162
1.74509   1.80973   1.07663   0.00299918
1.80973   1.87436   1.06251   0.0030542
1.87436   1.93899   1.0529   0.00292937
1.93899   2.00362   1.04971   0.00270657
2.00362   2.06826   1.0455   0.00280306
2.06826   2.13289   1.04532   0.00292116
2.13289   2.19752   1.0399   0.00264057
2.19752   2.26216   1.03766   0.00241427
2.26216   2.32679   1.03223   0.00247312
2.32679   2.39142   1.0281   0.00240806
2.39142   2.45606   1.02169   0.00206197
2.45606   2.52069   1.0153   0.00213864
2.52069   2.58532   1.01171   0.00228186
2.58532   2.64995   1.0081   0.00220825
2.64995   2.71459   1.00421   0.00204507
2.71459   2.77922   1.00124   0.00192783
2.77922   2.84385   0.997321   0.0018234
2.84385   2.90849   0.994939   0.00198114
2.90849   2.97312   0.995484   0.0019206
2.97312   3.03775   0.991259   0.00193529
3.03775   3.10239   0.990352   0.00179814
3.10239   3.16702   0.989115   0.00196999
3.16702   3.23165   0.986814   0.00187595
3.23165   3.29629   0.986507   0.00177637
3.29629   3.36092   0.985774   0.00174457
3.36092   3.42555   0.984807   0.00162087
3.42555   3.49018   0.984782   0.0016048
3.49018   3.55482   0.984276   0.00141818
3.55482   3.61945   0.981405   0.00155578
3.61945   3.68408   0.981913   0.00142238
3.68408   3.74872   0.980312   0.00138491
3.74872   3.81335   0.980012   0.00138087
3.81335   3.87798   0.980301   0.00141436
3.87798   3.94262   0.980501   0.0014296
3.94262   4.00725   0.979954   0.00125573
4.00725   4.07188   0.978868   0.00115789
4.07188   4.13651   0.979081   0.00121448
4.13651   4.20115   0.97912   0.00112877
4.20115   4.26578   0.977782   0.00127484
4.26578   4.33041   0.978275   0.00109074
4.33041   4.39505   0.977484   0.00121936
4.39505   4.45968   0.979199   0.00113656
4.45968   4.52431   0.978126   0.00103272
4.52431   4.58895   0.976319   0.00099327
4.58895   4.65358   0.978333   0.00108701
4.65358   4.71821   0.97659   0.000962077
4.71821   4.78285   0.978123   0.000941062
4.78285   4.84748   0.976275   0.000895613
4.84748   4.91211   0.977015   0.000845031
4.91211   4.97674   0.976671   0.000929692
4.97674   5.04138   0.97689   0.000949572
5.04138   5.10601   0.976321   0.000932935
5.10601   5.17064   0.976436   0.000912176
5.17064   5.23528   0.976002   0.000813203
5.23528   5.29991   0.976032   0.000863245
5.29991   5.36454   0.976315   0.000745896
5.36454   5.42918   0.975704   0.000790816
5.42918   5.49381   0.975562   0.000693795
5.49381   5.55844   0.976176   0.000873714
5.55844   5.62307   0.976541   0.000766495
5.62307   5.68771   0.976322   0.000742227
5.68771   5.75234   0.975947   0.000778156
5.75234   5.81697   0.976358   0.00070202
5.81697   5.88161   0.976527   0.000723352
5.88161   5.94624   0.975989   0.000728145
5.94624   6.01087   0.975858   0.000718477
6.01087   6.07551   0.975735   0.000679365
6.07551   6.14014   0.975998   0.000625983
6.14014   6.20477   0.976116   0.00066449
6.20477   6.2694   0.975703   0.000630349
6.2694   6.33404   0.975543   0.000666976
6.33404   6.39867   0.975462   0.000609713
6.39867   6.4633   0.975482   0.000641467
