0.79   0.5   -0.295339   0.00166136
0.79   0.52   -0.34591   0.0013681
0.79   0.54   -0.388685   0.0010972
0.79   0.56   -0.415209   0.00086898
0.79   0.58   -0.433024   0.000687406
0.79   0.6   -0.442137   0.000677945
0.79   0.62   -0.444581   0.000736413
0.79   0.64   -0.439657   0.00101928
0.79   0.66   -0.43244   0.00135548
0.79   0.68   -0.421942   0.00160037
0.794   0.5   -0.291648   0.00160651
0.794   0.52   -0.346663   0.00130856
0.794   0.54   -0.38899   0.00106629
0.794   0.56   -0.415182   0.000823749
0.794   0.58   -0.431874   0.0007009
0.794   0.6   -0.442203   0.000741228
0.794   0.62   -0.443272   0.00088576
0.794   0.64   -0.436981   0.00112279
0.794   0.66   -0.431866   0.00124946
0.794   0.68   -0.416449   0.00158404
0.798   0.5   -0.291343   0.00172535
0.798   0.52   -0.349284   0.00137223
0.798   0.54   -0.387457   0.0010824
0.798   0.56   -0.415693   0.000822045
0.798   0.58   -0.432005   0.00070696
0.798   0.6   -0.442632   0.000719301
0.798   0.62   -0.444073   0.000876679
0.798   0.64   -0.439494   0.00101968
0.798   0.66   -0.431911   0.00123245
0.798   0.68   -0.416427   0.00171527
0.802   0.5   -0.290706   0.00161174
0.802   0.52   -0.347451   0.00135993
0.802   0.54   -0.388053   0.00104483
0.802   0.56   -0.41613   0.000820728
0.802   0.58   -0.433169   0.000698587
0.802   0.6   -0.442171   0.000670667
0.802   0.62   -0.442916   0.00091684
0.802   0.64   -0.440979   0.00101818
0.802   0.66   -0.434165   0.00127469
0.802   0.68   -0.417566   0.00170458
0.806   0.5   -0.288281   0.00165002
0.806   0.52   -0.343738   0.00131192
0.806   0.54   -0.388258   0.0010732
0.806   0.56   -0.415819   0.000826253
0.806   0.58   -0.432644   0.000730209
0.806   0.6   -0.442053   0.000759133
0.806   0.62   -0.443806   0.000809336
0.806   0.64   -0.439189   0.00105242
0.806   0.66   -0.430015   0.0014154
0.806   0.68   -0.419353   0.00155294
0.81   0.5   -0.289079   0.00167637
0.81   0.52   -0.346198   0.00130835
0.81   0.54   -0.387137   0.00105676
0.81   0.56   -0.41374   0.000812426
0.81   0.58   -0.432505   0.000701602
0.81   0.6   -0.441627   0.000702505
0.81   0.62   -0.443283   0.000891869
0.81   0.64   -0.437123   0.00120587
0.81   0.66   -0.430823   0.00142238
0.81   0.68   -0.419319   0.00164689
0.814   0.5   -0.288284   0.00161003
0.814   0.52   -0.345159   0.00133103
0.814   0.54   -0.385103   0.00105262
0.814   0.56   -0.413313   0.000844563
0.814   0.58   -0.433581   0.000673364
0.814   0.6   -0.442123   0.000744501
0.814   0.62   -0.444332   0.000889683
0.814   0.64   -0.438249   0.00112031
0.814   0.66   -0.430623   0.00148376
0.814   0.68   -0.413416   0.00173413
0.818   0.5   -0.287437   0.00168091
0.818   0.52   -0.342378   0.00136708
0.818   0.54   -0.383094   0.00105717
0.818   0.56   -0.412855   0.000818745
0.818   0.58   -0.431096   0.000727876
0.818   0.6   -0.441463   0.000740936
0.818   0.62   -0.442091   0.000943508
0.818   0.64   -0.43713   0.00115424
0.818   0.66   -0.42679   0.00153613
0.818   0.68   -0.415947   0.0017978
0.822   0.5   -0.287792   0.00169638
0.822   0.52   -0.341755   0.00129634
0.822   0.54   -0.384032   0.00102867
0.822   0.56   -0.411853   0.000809299
0.822   0.58   -0.43115   0.000726235
0.822   0.6   -0.440584   0.000766592
0.822   0.62   -0.442525   0.000886862
0.822   0.64   -0.43603   0.00125648
0.822   0.66   -0.42826   0.00138846
0.822   0.68   -0.413784   0.00179596
0.826   0.5   -0.282226   0.00162779
0.826   0.52   -0.341155   0.00134497
0.826   0.54   -0.38461   0.00104197
0.826   0.56   -0.412328   0.000843768
0.826   0.58   -0.430958   0.00072013
0.826   0.6   -0.440185   0.000727723
0.826   0.62   -0.440457   0.000995974
0.826   0.64   -0.437457   0.0011458
0.826   0.66   -0.427784   0.00154437
0.826   0.68   -0.41186   0.00187223
