0   0   0
1   1   0
2   1.42688   0.0188571
3   1.74356   0.0205427
4   1.99499   0.00909371
5   2.20454   0.00947427
6   2.4331   0.017218
7   2.61304   0.0163454
8   2.74445   0.0220949
9   2.92643   0.0205505
10   3.07506   0.0135447
11   3.23048   0.00729355
12   3.3894   0.00668861
13   3.55584   0.0115463
14   3.68673   0.0097375
15   3.85019   0.0112988
16   4.01148   0.0111626
17   4.1357   0.011369
18   4.26755   0.0163857
19   4.39909   0.0158028
20   4.50022   0.0155835
21   4.58825   0.0142538
22   4.66176   0.01577
23   4.8025   0.0161704
24   4.89326   0.0165285
25   5.0323   0.0203633
26   5.11859   0.017644
27   5.20192   0.0203221
28   5.29075   0.0228029
29   5.41775   0.0242991
30   5.54797   0.0270635
31   5.63454   0.0306478
32   5.67274   0.0286162
33   5.78377   0.0293037
34   5.90153   0.0288203
35   5.95953   0.0295227
36   6.05574   0.0277674
37   6.13775   0.0311911
38   6.19419   0.0286079
39   6.26961   0.0284203
40   6.33751   0.0266863
41   6.4103   0.0262061
42   6.46405   0.0250344
43   6.48167   0.0246386
44   6.55256   0.0262927
45   6.65342   0.0293368
46   6.72339   0.0246072
47   6.78498   0.0235997
48   6.84719   0.0242166
49   6.91173   0.0252345
50   7.00143   0.0232041
51   7.06796   0.0227306
52   7.15486   0.0276758
53   7.19277   0.0291641
54   7.2952   0.0294449
55   7.36315   0.0299601
56   7.41269   0.029787
57   7.5012   0.02987
58   7.54983   0.0333502
59   7.58788   0.0351932
60   7.63204   0.0335347
61   7.67515   0.0335039
62   7.77843   0.033533
63   7.85417   0.0332598
64   7.93171   0.0289163
65   7.99099   0.0285037
66   8.08703   0.0271324
67   8.1469   0.0264922
68   8.15402   0.026702
69   8.20049   0.0289536
70   8.20975   0.0295748
71   8.26051   0.0296652
72   8.32538   0.028402
73   8.41546   0.0282589
74   8.46121   0.0289545
75   8.54026   0.0273545
76   8.5858   0.0282692
77   8.64014   0.0282426
78   8.7375   0.0281475
79   8.79682   0.0278764
80   8.83833   0.0278628
81   8.89494   0.0261126
82   8.97017   0.0247506
83   9.03504   0.0261016
84   9.11373   0.0287571
85   9.16471   0.0287465
86   9.20087   0.0286825
87   9.20891   0.0270815
88   9.2665   0.0249575
89   9.35863   0.0253841
90   9.38914   0.0262364
91   9.41297   0.0231654
92   9.47544   0.0247822
93   9.57518   0.0225151
94   9.68215   0.0217897
95   9.70567   0.0239394
96   9.80245   0.0254985
97   9.90252   0.0237654
98   9.95831   0.0237976
99   9.9908   0.0237962
