0 -0.770906 0.00443195
1 -0.772961 0.00478251
2 -0.775666 0.00466304
3 -0.778424 0.00403204
4 -0.779292 0.00393758
5 -0.778106 0.00533107
6 -0.780111 0.00492524
7 -0.774479 0.00601922
8 -0.772791 0.00564426
9 -0.777531 0.00550895
10 -0.781542 0.00627341
11 -0.78376 0.00635517
12 -0.784979 0.00615795
13 -0.778885 0.00615208
14 -0.779084 0.00507883
15 -0.78363 0.00550064
16 -0.78259 0.00529348
17 -0.780764 0.00532833
18 -0.774674 0.00459467
19 -0.776692 0.00420617
20 -0.773116 0.00455302
21 -0.77393 0.00570898
22 -0.777519 0.00449708
23 -0.781234 0.00461903
24 -0.78309 0.00509907
25 -0.781995 0.00605467
26 -0.784027 0.00531786
27 -0.778914 0.00517971
28 -0.778048 0.00561168
29 -0.778222 0.0050548
30 -0.780757 0.00431777
31 -0.782142 0.00365865
32 -0.779817 0.00371094
33 -0.779564 0.00327721
34 -0.781225 0.00450555
35 -0.77868 0.00443492
36 -0.780009 0.00362761
37 -0.780309 0.00360005
38 -0.780422 0.00290413
39 -0.781174 0.00365724
40 -0.783238 0.00440863
41 -0.780417 0.00492394
42 -0.777386 0.00446582
43 -0.783742 0.00346484
44 -0.783487 0.00296171
45 -0.780941 0.00328728
46 -0.783623 0.00373386
47 -0.782524 0.00315701
48 -0.783223 0.00382672
49 -0.782348 0.00366385
50 -0.780718 0.00410228
51 -0.784339 0.0043919
52 -0.78305 0.00416901
53 -0.786182 0.00406527
54 -0.787419 0.004312
55 -0.78598 0.00438674
56 -0.782454 0.00367623
57 -0.785589 0.0039621
58 -0.787199 0.00465221
59 -0.787539 0.00515527
60 -0.785156 0.00541984
61 -0.786244 0.00471162
62 -0.787015 0.00422676
63 -0.78137 0.0042745
64 -0.777366 0.00514515
65 -0.780594 0.00387237
66 -0.781641 0.00378795
67 -0.779629 0.00384612
68 -0.776131 0.00410667
69 -0.77834 0.00418813
70 -0.778565 0.00437065
71 -0.779331 0.00429737
72 -0.780168 0.00354643
73 -0.777271 0.0039187
74 -0.779671 0.00379459
75 -0.782221 0.00341282
76 -0.783903 0.00384769
77 -0.781845 0.0037718
78 -0.779469 0.00333905
79 -0.779533 0.00362187
80 -0.783579 0.00335989
81 -0.780165 0.00401369
82 -0.784098 0.00386888
83 -0.779867 0.00394183
84 -0.780463 0.00320805
85 -0.782162 0.00280603
86 -0.78275 0.00258675
87 -0.779052 0.00349445
88 -0.778588 0.00326976
89 -0.776654 0.00324048
90 -0.776202 0.00370297
91 -0.778848 0.00465022
92 -0.778038 0.00512775
93 -0.776171 0.00437197
94 -0.77583 0.00363259
95 -0.774164 0.00320303
96 -0.775386 0.00252541
97 -0.775801 0.00278602
98 -0.776809 0.00359976
99 -0.776303 0.0041073
100 -0.776773 0.00336317
101 -0.775876 0.00366839
102 -0.777163 0.00327379
103 -0.777182 0.00334576
104 -0.775762 0.00303677
105 -0.777079 0.00354123
106 -0.777341 0.00389462
107 -0.77484 0.00413901
108 -0.777313 0.0036786
109 -0.780302 0.0028421
110 -0.782117 0.00311994
