-9.975 0 0
-9.925 0 0
-9.875 0 0
-9.825 0 0
-9.775 0 0
-9.725 0 0
-9.675 0 0
-9.625 0 0
-9.575 0 0
-9.525 0 0
-9.475 0 0
-9.425 0 0
-9.375 0 0
-9.325 0 0
-9.275 0 0
-9.225 0 0
-9.175 0 0
-9.125 0 0
-9.075 0 0
-9.025 0 0
-8.975 0 0
-8.925 0 0
-8.875 0 0
-8.825 0 0
-8.775 0 0
-8.725 0 0
-8.675 0 0
-8.625 0 0
-8.575 0 0
-8.525 0 0
-8.475 0 0
-8.425 0 0
-8.375 0 0
-8.325 0 0
-8.275 0 0
-8.225 0 0
-8.175 0 0
-8.125 0 0
-8.075 0 0
-8.025 0 0
-7.975 0 0
-7.925 0 0
-7.875 0 0
-7.825 0 0
-7.775 0 0
-7.725 0 0
-7.675 0 0
-7.625 0 0
-7.575 0 0
-7.525 0 0
-7.475 0 0
-7.425 0 0
-7.375 0 0
-7.325 0 0
-7.275 0 0
-7.225 0 0
-7.175 0 0
-7.125 0 0
-7.075 0 0
-7.025 0 0
-6.975 0 0
-6.925 0 0
-6.875 0 0
-6.825 0 0
-6.775 0 0
-6.725 0 0
-6.675 0 0
-6.625 0 0
-6.575 0 0
-6.525 0 0
-6.475 0 0
-6.425 0 0
-6.375 0 0
-6.325 0 0
-6.275 0 0
-6.225 0 0
-6.175 0 0
-6.125 0 0
-6.075 0 0
-6.025 0 0
-5.975 0 0
-5.925 0 0
-5.875 0 0
-5.825 0 0
-5.775 0 0
-5.725 0 0
-5.675 0 0
-5.625 0 0
-5.575 0 0
-5.525 0 0
-5.475 0 0
-5.425 0 0
-5.375 0 0
-5.325 0 0
-5.275 0 0
-5.225 0 0
-5.175 0 0
-5.125 0 0
-5.075 0 0
-5.025 0 0
-4.975 0 0
-4.925 0 0
-4.875 0 0
-4.825 0 0
-4.775 0 0
-4.725 0 0
-4.675 0 0
-4.625 0 0
-4.575 0 0
-4.525 0 0
-4.475 0 0
-4.425 0 0
-4.375 0 0
-4.325 0 0
-4.275 0 0
-4.225 0 0
-4.175 0 0
-4.125 0 0
-4.075 0 0
-4.025 0 0
-3.975 0 0
-3.925 0 0
-3.875 0 0
-3.825 0 0
-3.775 0 0
-3.725 0 0
-3.675 0 0
-3.625 0 0
-3.575 0 0
-3.525 0 0
-3.475 0 0
-3.425 0 0
-3.375 0 0
-3.325 0 0
-3.275 0 0
-3.225 0 0
-3.175 0 0
-3.125 0 0
-3.075 0 0
-3.025 0 0
-2.975 0 0
-2.925 0 0
-2.875 0 0
-2.825 0 0
-2.775 0 0
-2.725 0 0
-2.675 0 0
-2.625 0 0
-2.575 0 0
-2.525 3.44828e-05 1.54212e-05
-2.475 6.89655e-05 2.55731e-05
-2.425 0.00012931 3.83112e-05
-2.375 0.000155172 4.20562e-05
-2.325 0.000344828 5.17241e-05
-2.275 0.000577586 6.24926e-05
-2.225 0.000991379 0.000105493
-2.175 0.00186207 0.000161555
-2.125 0.00314655 0.000271483
-2.075 0.00496552 0.000253571
-2.025 0.00761207 0.000350232
-1.975 0.0110086 0.000385967
-1.925 0.016931 0.000498004
-1.875 0.0249052 0.000705894
-1.825 0.033931 0.000800899
-1.775 0.0468621 0.00102246
-1.725 0.0619569 0.0011888
-1.675 0.0811121 0.00148689
-1.625 0.10206 0.00145434
-1.575 0.127 0.00193043
-1.525 0.153276 0.0019094
-1.475 0.187293 0.00227073
-1.425 0.216897 0.00247376
-1.375 0.248155 0.00288833
-1.325 0.27856 0.0033865
-1.275 0.309009 0.00399399
-1.225 0.338741 0.00403351
-1.175 0.359009 0.00381216
-1.125 0.379345 0.0044472
-1.075 0.398103 0.00403986
-1.025 0.403767 0.00397256
-0.975 0.410586 0.00484557
-0.925 0.412664 0.00477241
-0.875 0.40769 0.00402654
-0.825 0.401164 0.00390402
-0.775 0.390672 0.00361111
-0.725 0.380457 0.00371529
-0.675 0.367621 0.00355611
-0.625 0.349897 0.00296056
-0.575 0.331603 0.00274718
-0.525 0.315267 0.00291643
-0.475 0.297241 0.00261228
-0.425 0.283319 0.00193445
-0.375 0.27019 0.00249541
-0.325 0.256466 0.00258337
-0.275 0.245457 0.0022036
-0.225 0.233216 0.00222588
-0.175 0.225845 0.00225641
-0.125 0.21881 0.00231352
-0.075 0.217966 0.00243341
-0.025 0.212397 0.00205859
0.025 0.212207 0.00213764
0.075 0.215284 0.00197973
0.125 0.216819 0.00207837
0.175 0.228897 0.00200725
0.225 0.236397 0.00177297
0.275 0.246112 0.00198921
0.325 0.254103 0.00202785
0.375 0.269474 0.00199894
0.425 0.278871 0.00215446
0.475 0.296716 0.00236523
0.525 0.310905 0.00252437
0.575 0.329853 0.00243861
0.625 0.34519 0.00253181
0.675 0.358759 0.00337807
0.725 0.376759 0.00316427
0.775 0.390871 0.00351057
0.825 0.400802 0.00412071
0.875 0.411233 0.00450842
0.925 0.414888 0.00454758
0.975 0.412759 0.00493545
1.025 0.405534 0.00543728
1.075 0.393284 0.00394418
1.125 0.378345 0.00561215
1.175 0.357552 0.00407359
1.225 0.332379 0.00398473
1.275 0.305086 0.00366256
1.325 0.281776 0.00368851
1.375 0.245164 0.00328923
1.425 0.215017 0.00255983
1.475 0.18406 0.00239846
1.525 0.153284 0.00256403
1.575 0.125448 0.0017046
1.625 0.101043 0.00149352
1.675 0.078819 0.00111632
1.725 0.0615517 0.0010759
1.775 0.0456897 0.000618651
1.825 0.034069 0.000648033
1.875 0.0227931 0.00054257
1.925 0.0166724 0.000419696
1.975 0.0108017 0.000331258
2.025 0.00737931 0.000272501
2.075 0.00455172 0.00024547
2.125 0.00255172 0.000139857
2.175 0.00168966 0.00013879
2.225 0.00102586 8.91523e-05
2.275 0.000508621 5.9069e-05
2.325 0.000258621 6.50848e-05
2.375 0.000241379 6.14432e-05
2.425 0.000112069 2.80007e-05
2.475 4.31034e-05 1.66939e-05
2.525 2.58621e-05 1.37661e-05
2.575 0 0
2.625 8.62069e-06 8.40241e-06
2.675 0 0
2.725 0 0
2.775 0 0
2.825 0 0
2.875 0 0
2.925 0 0
2.975 0 0
3.025 0 0
3.075 0 0
3.125 0 0
3.175 0 0
3.225 0 0
3.275 0 0
3.325 0 0
3.375 0 0
3.425 0 0
3.475 0 0
3.525 0 0
3.575 0 0
3.625 0 0
3.675 0 0
3.725 0 0
3.775 0 0
3.825 0 0
3.875 0 0
3.925 0 0
3.975 0 0
4.025 0 0
4.075 0 0
4.125 0 0
4.175 0 0
4.225 0 0
4.275 0 0
4.325 0 0
4.375 0 0
4.425 0 0
4.475 0 0
4.525 0 0
4.575 0 0
4.625 0 0
4.675 0 0
4.725 0 0
4.775 0 0
4.825 0 0
4.875 0 0
4.925 0 0
4.975 0 0
5.025 0 0
5.075 0 0
5.125 0 0
5.175 0 0
5.225 0 0
5.275 0 0
5.325 0 0
5.375 0 0
5.425 0 0
5.475 0 0
5.525 0 0
5.575 0 0
5.625 0 0
5.675 0 0
5.725 0 0
5.775 0 0
5.825 0 0
5.875 0 0
5.925 0 0
5.975 0 0
6.025 0 0
6.075 0 0
6.125 0 0
6.175 0 0
6.225 0 0
6.275 0 0
6.325 0 0
6.375 0 0
6.425 0 0
6.475 0 0
6.525 0 0
6.575 0 0
6.625 0 0
6.675 0 0
6.725 0 0
6.775 0 0
6.825 0 0
6.875 0 0
6.925 0 0
6.975 0 0
7.025 0 0
7.075 0 0
7.125 0 0
7.175 0 0
7.225 0 0
7.275 0 0
7.325 0 0
7.375 0 0
7.425 0 0
7.475 0 0
7.525 0 0
7.575 0 0
7.625 0 0
7.675 0 0
7.725 0 0
7.775 0 0
7.825 0 0
7.875 0 0
7.925 0 0
7.975 0 0
8.025 0 0
8.075 0 0
8.125 0 0
8.175 0 0
8.225 0 0
8.275 0 0
8.325 0 0
8.375 0 0
8.425 0 0
8.475 0 0
8.525 0 0
8.575 0 0
8.625 0 0
8.675 0 0
8.725 0 0
8.775 0 0
8.825 0 0
8.875 0 0
8.925 0 0
8.975 0 0
9.025 0 0
9.075 0 0
9.125 0 0
9.175 0 0
9.225 0 0
9.275 0 0
9.325 0 0
9.375 0 0
9.425 0 0
9.475 0 0
9.525 0 0
9.575 0 0
9.625 0 0
9.675 0 0
9.725 0 0
9.775 0 0
9.825 0 0
9.875 0 0
9.925 0 0
9.975 0 0
