0 0.612447 0.073195
1 0.566638 0.0423764
2 0.552938 0.0613797
3 0.505676 0.0422953
4 0.632674 0.0553358
5 0.549243 0.0473189
6 0.639768 0.0472633
7 0.565778 0.0694021
8 0.58416 0.067037
9 0.555985 0.0498212
10 0.577889 0.0526041
11 0.549583 0.0697925
12 0.632684 0.0509195
13 0.499508 0.0638294
14 0.532488 0.0588791
15 0.599537 0.0376571
16 0.641705 0.0479404
17 0.68967 0.056952
18 0.596465 0.0538345
19 0.652709 0.0554222
20 0.659367 0.0501899
21 0.63287 0.0477001
22 0.612885 0.0363603
23 0.653028 0.0442066
24 0.601972 0.0482316
25 0.609226 0.0455424
26 0.537562 0.0712534
27 0.606508 0.0621077
28 0.704885 0.0656561
29 0.637078 0.0362247
