0   24.4408
1   22.6487
2   21.5849
3   19.5938
4   18.4961
5   16.9594
6   16.05
7   15.5793
8   15.3271
9   14.7648
10   14.0115
11   13.4598
12   13.2917
13   13.1599
14   13.1079
15   12.8561
16   12.0793
17   12.0307
18   11.8989
19   11.8062
20   11.7174
21   11.5959
22   11.5587
23   11.5488
24   11.0341
25   10.6181
26   10.3529
27   10.3529
28   10.3529
29   10.3529
30   10.3462
31   10.2488
32   10.2488
33   10.2488
34   10.2488
35   10.2421
36   10.2421
37   10.2421
38   10.2421
39   10.2421
40   10.2421
41   10.1512
42   10.1512
43   10.1512
44   10.1512
45   10.1512
46   10.1512
47   10.1352
48   10.1352
49   10.1352
50   10.1352
51   10.1352
52   10.1352
53   10.1352
54   10.1352
55   10.1352
56   10.1352
57   10.1352
58   10.1352
59   10.1352
60   10.1352
61   10.1352
62   10.1352
63   10.1352
64   10.1352
65   10.1352
66   10.1352
67   10.1352
68   10.1352
69   10.1352
70   10.1352
71   10.1352
72   10.1352
73   10.1352
74   10.1352
75   10.1352
76   10.1352
77   10.1352
78   10.1352
79   10.1352
80   10.1352
81   10.1352
82   10.1352
83   10.1352
84   10.1352
85   10.1306
86   10.1306
87   10.1148
88   10.0609
89   10.0609
90   9.93146
91   9.93146
92   9.93085
93   9.58225
94   9.58225
95   9.58225
96   9.58225
97   9.58225
98   9.58225
99   9.58225
