0   0   0
1   1   0
2   1.41124   0.00435755
3   1.72887   0.00626011
4   1.99494   0.00638539
5   2.23745   0.0079686
6   2.44965   0.0087082
7   2.6436   0.0101312
8   2.82096   0.010556
9   2.98617   0.011107
10   3.153   0.0123749
11   3.31346   0.0131211
12   3.45091   0.0140072
13   3.59436   0.0144683
14   3.73433   0.0153066
15   3.86764   0.0158237
16   4.00043   0.0164207
17   4.12594   0.016396
18   4.24403   0.015972
19   4.35943   0.0170546
20   4.47634   0.0183267
21   4.58971   0.0189061
22   4.69449   0.0187637
23   4.80429   0.019329
24   4.90596   0.0191074
25   5.00006   0.0195116
26   5.10325   0.0198539
27   5.19831   0.0203273
28   5.2828   0.0214972
29   5.36969   0.0217991
30   5.44964   0.0229635
31   5.54585   0.0243307
32   5.63116   0.0246186
33   5.7243   0.0243401
34   5.80577   0.0246278
35   5.89128   0.0243099
36   5.9858   0.0245274
37   6.07371   0.0254549
38   6.15779   0.0255633
39   6.2332   0.0253796
40   6.3069   0.0270573
41   6.37834   0.0267321
42   6.45556   0.0273553
43   6.53977   0.0288415
44   6.62233   0.0290298
45   6.70106   0.0293401
46   6.76515   0.0296816
47   6.83988   0.0303876
48   6.90953   0.0301781
49   6.98173   0.0295193
50   7.03922   0.0293781
51   7.11372   0.0300416
52   7.18716   0.029866
53   7.258   0.0298957
54   7.31842   0.0304869
55   7.39166   0.0307795
56   7.45748   0.0310252
57   7.52275   0.0313231
58   7.58708   0.0319697
59   7.64075   0.0325373
60   7.71255   0.0325602
61   7.78382   0.0342888
62   7.84755   0.0339839
63   7.90949   0.0342462
64   7.97339   0.0357478
65   8.02919   0.0354375
66   8.10056   0.0348398
67   8.1564   0.0354092
68   8.2176   0.0360295
69   8.26866   0.0355984
70   8.32637   0.0358582
71   8.39489   0.0357221
72   8.4485   0.0351988
73   8.50579   0.0354079
74   8.56419   0.036569
75   8.62522   0.0363175
76   8.68681   0.0369375
77   8.73841   0.0361077
78   8.79541   0.0371555
79   8.84381   0.0375274
80   8.89637   0.0381896
81   8.94672   0.0371236
82   9.00296   0.0371125
83   9.05423   0.0363709
84   9.11528   0.0361285
85   9.16755   0.0359158
86   9.22705   0.0367525
87   9.284   0.0374496
88   9.32775   0.0377498
89   9.37868   0.0385893
90   9.43333   0.0386237
91   9.49119   0.0382031
92   9.54114   0.0391872
93   9.60213   0.0399884
94   9.6545   0.0401173
95   9.70836   0.0399645
96   9.7555   0.0406089
97   9.80867   0.0420726
98   9.86734   0.0425721
99   9.91157   0.0428648
